"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_0717" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0718" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" "Phocaeicola" NA
"ASV_0719" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0720" "Bacteria" "Candidatus_Saccharibacteria" NA NA NA NA NA
"ASV_0721" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Ruthenibacterium" NA
"ASV_0722" "Bacteria" "Actinobacteria" "Coriobacteriia" "Coriobacteriales" NA NA NA
"ASV_0723" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0724" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0725" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Anaerotignum" NA
"ASV_0726" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Nevskiales" "Nevskiaceae" NA NA
"ASV_0727" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0728" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0729" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Eubacteriaceae" "Eubacterium" NA
"ASV_0730" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Rikenellaceae" "Alistipes" NA
"ASV_0731" "Bacteria" "Firmicutes" "Clostridia" NA NA NA NA
"ASV_0732" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0733" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Croceicoccus" NA
"ASV_0734" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0735" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0736" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Beduinibacterium" NA
"ASV_0737" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0738" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Neglecta" NA
"ASV_0739" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0740" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA NA
"ASV_0741" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" "Anaerotignum" NA
"ASV_0742" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0743" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0744" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0745" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Moraxellaceae" "Acinetobacter" "bouvetii/johnsonii"
"ASV_0746" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0747" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Neglecta" NA
"ASV_0748" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0749" "Bacteria" "Actinobacteria" "Coriobacteriia" "Eggerthellales" "Eggerthellaceae" NA NA
"ASV_0750" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0751" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Odoribacteraceae" "Butyricimonas" NA
"ASV_0752" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Streptococcus" NA
"ASV_0753" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0754" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacterales" "Morganellaceae" "Morganella" "morganii"
"ASV_0755" "Bacteria" NA NA NA NA NA NA
"ASV_0756" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"ASV_0757" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0758" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA
"ASV_0759" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0760" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0761" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacterales" "Enterobacteriaceae" "Salmonella" NA
"ASV_0762" "Bacteria" "Cyanobacteria/Chloroplast" "Chloroplast" "Chloroplast" "Streptophyta" NA NA
"ASV_0763" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0764" "Bacteria" NA NA NA NA NA NA
"ASV_0765" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0766" "Bacteria" NA NA NA NA NA NA
"ASV_0767" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Barnesiellaceae" "Barnesiella" NA
"ASV_0768" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Barnesiellaceae" "Barnesiella" NA
"ASV_0769" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0770" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0771" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Gemmiger" NA
"ASV_0772" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Pseudoflavonifractor" NA
"ASV_0773" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0774" "Bacteria" "Tenericutes" "Mollicutes" "Anaeroplasmatales" "Anaeroplasmataceae" "Anaeroplasma" NA
"ASV_0775" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotellamassilia" NA
"ASV_0776" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0777" "Bacteria" "Actinobacteria" NA NA NA NA NA
"ASV_0778" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0779" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Bacteroidaceae" NA NA
"ASV_0780" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0781" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0782" "Bacteria" NA NA NA NA NA NA
"ASV_0783" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0784" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Christensenellaceae" "Christensenella" NA
"ASV_0785" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0786" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0787" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0788" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA NA
"ASV_0789" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0790" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Agathobaculum" NA
"ASV_0791" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" "capitis/caprae/epidermidis"
"ASV_0792" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0793" "Bacteria" NA NA NA NA NA NA
"ASV_0794" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0795" "Bacteria" NA NA NA NA NA NA
"ASV_0796" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Staphylococcaceae" "Staphylococcus" NA
"ASV_0797" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Anaeromassilibacillus" NA
"ASV_0798" "Bacteria" "Firmicutes" "Negativicutes" "Veillonellales" "Veillonellaceae" "Dialister" "propionicifaciens"
"ASV_0799" "Bacteria" NA NA NA NA NA NA
"ASV_0800" "Bacteria" "Actinobacteria" "Coriobacteriia" "Eggerthellales" "Eggerthellaceae" NA NA
"ASV_0801" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Weeksellaceae" "Chryseobacterium" NA
"ASV_0802" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0803" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Limosilactobacillus" NA
"ASV_0804" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0805" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0806" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0807" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" NA NA NA
"ASV_0808" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0809" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0810" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0811" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Caproiciproducens" NA
"ASV_0812" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0813" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA NA
"ASV_0814" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Oscillibacter" NA
"ASV_0815" "Bacteria" NA NA NA NA NA NA
"ASV_0816" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0817" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Prevotellaceae" "Prevotella" "melaninogenica"
"ASV_0818" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Breznakia" NA
"ASV_0819" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0820" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Clostridium_IV" NA
"ASV_0821" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0822" "Bacteria" "Candidatus_Saccharibacteria" NA NA NA NA NA
"ASV_0823" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" "Butyricicoccus" NA
"ASV_0824" "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" NA NA
"ASV_0825" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Ruminococcaceae" NA NA
"ASV_0826" NA NA NA NA NA NA NA
"ASV_0827" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Lachnospiraceae" NA NA
"ASV_0828" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Odoribacteraceae" "Butyricimonas" NA
"ASV_0829" "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Chitinophaga" "cf."
"ASV_0830" "Bacteria" "Actinobacteria" "Coriobacteriia" "Eggerthellales" "Eggerthellaceae" NA NA
"ASV_0831" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Allobaculum" NA
"ASV_0832" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Porphyromonadaceae" "Parabacteroides" NA
"ASV_0833" "Bacteria" NA NA NA NA NA NA
"ASV_0834" "Bacteria" NA NA NA NA NA NA
"ASV_0835" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0836" NA NA NA NA NA NA NA
"ASV_0837" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" NA NA NA
"ASV_0838" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Muribaculaceae" "Paramuribaculum" NA
"ASV_0839" "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "iners"
"ASV_0840" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae_1" "Bacillus" "alkalitolerans/amyloliquefaciens/anthracis/bombysepticus/cereus/cerus/circulans/coagulans/gaemokensis/licheniformis/marcorestinctum/marisflavi/megaterium/mycoides/nealsonii/pseudomycoides/pumilus/salmalaya/samanii/stratosphericus/subtilis/tequilensis/thuringiensis/toyonensis/weihenstephanensis"
"ASV_0841" "Bacteria" NA NA NA NA NA NA
"ASV_0842" NA NA NA NA NA NA NA
"ASV_0843" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Dyadobacter" NA
"ASV_0844" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0845" "Bacteria" "Bacteroidetes" "Bacteroidia" "Bacteroidales" "Muribaculaceae" "Paramuribaculum" NA
"ASV_0846" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" NA NA
"ASV_0847" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0848" "Bacteria" "Firmicutes" NA NA NA NA NA
"ASV_0849" NA NA NA NA NA NA NA
